 no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
1,2,1,52,204,3,453,19,8,187,36,1
1,2,1,76,269,7,154,161,34,168,114,2
1,1,1,80,188,3,319,172,122,312,66,1
2,1,2,87,282,2,67,222,166,212,93,2
1,1,2,12,28,9,84,2,12,39,18,2
2,1,2,15,56,7,310,31,3,34,13,1
0,1,2,51,192,5,502,98,33,149,32,1
3,1,2,63,249,4,558,154,109,137,81,1
2,1,2,57,137,3,299,47,95,175,67,1
4,1,1,96,267,0,95,187,30,227,97,2
3,1,1,75,159,2,80,115,151,222,64,2
1,1,2,77,268,4,503,200,98,219,66,1
4,1,2,33,86,9,509,71,15,134,32,1
4,2,2,22,63,0,422,61,33,53,30,1
5,1,2,97,353,4,92,79,43,378,129,2
0,1,2,37,142,3,245,59,30,100,34,2
2,2,1,71,282,4,499,215,31,155,43,1
0,1,1,62,216,5,427,154,101,237,53,1
4,1,2,69,195,8,230,71,34,206,71,2
2,2,2,86,187,6,337,137,139,268,61,1
5,1,2,72,207,1,261,213,38,261,39,1
2,2,2,42,117,9,121,93,27,154,34,2
3,1,1,84,300,6,159,120,41,235,91,2
3,2,2,67,257,6,528,148,42,182,36,1
4,1,2,94,272,9,379,234,75,371,63,1
2,1,1,79,254,3,155,223,115,195,95,2
0,2,2,24,91,8,579,28,14,48,23,1
3,1,1,91,258,6,336,47,161,342,116,1
2,2,1,19,53,7,126,4,3,68,12,2
4,2,1,88,212,6,208,166,172,240,130,2
3,2,1,68,189,1,468,86,137,189,77,1
3,2,2,20,61,9,367,63,39,80,29,1
5,1,1,73,279,0,140,82,58,241,60,1
1,1,1,81,165,0,66,220,66,270,45,2
2,2,2,1,3,0,83,6,3,8,4,2
0,2,1,1,5,1,303,8,2,3,2,1
3,1,2,37,146,1,428,47,40,146,55,1
0,2,2,64,200,2,249,108,9,228,98,2
0,1,2,39,104,3,555,115,7,109,31,1
5,1,1,16,50,5,161,28,20,44,20,2
3,2,1,68,158,7,79,20,52,227,100,2
2,2,1,49,134,2,259,78,98,124,51,1
1,2,1,1,3,3,516,6,3,8,2,1
4,2,1,41,111,0,260,100,39,86,33,1
0,1,1,30,117,6,345,52,14,118,34,1
4,2,1,40,112,2,251,106,76,110,50,1
0,2,1,94,226,3,215,43,147,330,78,2
4,1,2,11,33,4,357,32,19,26,11,1
3,2,2,22,90,0,382,31,44,49,15,1
0,1,2,4,13,4,288,16,1,8,3,1
5,1,1,94,371,4,59,21,136,375,94,2
0,1,2,2,9,1,466,9,3,9,3,1
4,1,2,57,196,6,169,142,68,218,32,2
0,1,1,5,11,4,318,13,2,14,5,1
0,2,1,84,174,9,411,220,0,305,74,1
0,1,1,88,337,1,249,20,89,197,124,1
3,1,1,49,201,2,454,17,26,115,76,1
4,2,1,3,12,2,161,13,5,14,2,2
2,1,2,14,35,4,537,38,11,52,16,1
0,1,1,96,236,6,159,10,134,208,72,2
4,1,2,76,294,9,314,220,7,265,63,1
4,2,2,63,237,7,73,56,51,153,67,2
5,1,1,73,262,5,212,165,29,234,60,2
4,1,1,87,231,8,481,165,31,246,58,1
4,1,1,16,55,6,5,6,33,33,20,2
1,2,1,74,275,2,147,13,7,198,109,2
4,1,1,10,43,2,457,19,2,45,15,1
5,1,1,25,101,0,423,28,7,100,14,1
1,2,1,44,106,5,163,12,12,106,66,2
2,2,2,67,184,4,399,128,57,209,52,1
4,1,1,82,249,0,8,81,93,274,105,1
0,1,2,1,2,8,402,3,4,9,1,1
2,2,1,93,366,1,156,102,168,338,128,1
3,1,1,17,56,3,351,7,21,59,15,1
3,2,2,40,142,9,540,45,59,86,46,1
4,1,1,20,76,8,548,51,17,82,16,1
5,1,1,69,194,1,427,77,129,233,58,1
4,1,2,33,113,4,35,63,52,100,23,2
5,2,2,2,5,8,4,9,5,11,4,2
2,1,1,86,341,0,412,105,125,290,59,1
0,2,2,16,63,4,437,50,20,57,15,1
1,1,1,74,290,6,390,139,40,297,91,1
1,1,1,8,29,1,588,20,15,19,13,1
2,2,1,80,269,4,539,92,64,252,60,1
5,2,1,34,121,3,33,88,10,104,40,2
5,1,2,92,234,8,562,215,35,221,56,1
5,2,2,24,88,1,9,64,14,56,34,1
5,2,2,93,304,4,523,163,37,300,130,1
0,1,1,33,114,6,349,27,7,111,48,1
5,2,1,96,353,4,426,94,185,309,120,1
4,1,2,6,28,8,412,4,7,16,11,1
0,2,2,95,365,9,401,121,162,238,105,1
3,1,2,60,210,5,355,65,116,189,50,1
1,2,1,42,163,8,85,8,53,131,51,2
2,1,2,16,35,1,477,51,27,43,14,1
3,1,2,15,50,6,396,3,7,42,8,1
3,1,2,37,138,7,196,25,22,134,29,2
2,1,1,20,76,2,359,34,18,83,24,1
3,2,1,61,174,0,242,168,9,161,53,2
2,2,2,20,84,8,429,39,33,73,13,1
1,1,2,79,281,2,444,203,105,215,77,1
4,2,2,66,167,0,449,180,38,268,94,1
0,1,2,45,145,9,455,123,50,151,37,1
3,1,1,20,50,0,206,16,17,55,28,2
3,1,1,33,127,2,91,61,35,130,43,2
1,2,1,33,113,4,598,31,27,87,45,1
5,2,2,3,12,5,227,1,6,8,2,2
5,2,2,97,354,9,170,95,181,377,145,2
1,1,2,82,247,5,394,53,149,227,77,1
1,1,2,48,185,6,25,131,57,125,43,2
4,2,1,53,131,4,580,3,8,196,28,1
5,1,1,28,116,6,159,60,48,114,42,2
3,2,1,92,211,4,23,51,155,293,113,2
4,1,2,74,287,3,439,221,81,218,88,1
0,2,1,53,160,4,424,119,15,116,62,1
1,1,2,29,71,8,187,84,12,89,45,2
3,1,2,75,274,1,139,139,75,268,62,1
2,1,2,96,251,0,355,199,46,210,79,1
3,2,2,30,89,6,143,33,11,69,45,2
2,1,2,5,23,9,189,1,2,21,9,2
4,2,1,29,83,6,127,31,38,96,37,2
0,1,1,43,102,9,117,98,20,93,58,2
5,2,1,87,245,8,542,162,50,197,81,1
3,2,2,57,229,0,7,155,100,208,63,1
2,2,2,13,42,8,128,45,12,53,11,2
4,2,1,61,149,7,115,155,18,204,79,2
3,2,1,63,179,9,105,104,28,210,67,2
4,1,2,78,312,8,383,103,79,298,96,1
1,1,1,31,103,6,442,3,6,81,45,1
4,2,2,37,97,4,230,109,2,120,19,2
3,1,2,14,32,4,544,45,22,49,16,1
2,2,1,37,136,8,415,50,56,96,21,1
3,1,1,78,260,5,176,217,66,161,90,2
2,1,2,20,45,2,421,18,1,66,22,1
4,2,2,74,300,5,39,204,80,219,58,2
5,2,1,25,65,2,161,45,20,79,17,2
2,1,1,61,229,5,256,70,83,239,53,1
3,2,2,75,184,3,183,151,56,243,102,2
2,1,2,43,169,8,106,41,63,135,33,2
2,1,1,92,245,6,213,241,179,366,75,2
0,2,2,44,123,7,274,34,62,148,36,1
0,1,1,50,154,2,392,38,70,125,55,1
5,1,1,78,295,8,567,177,141,225,92,1
1,2,1,97,374,0,575,196,29,199,65,1
4,1,1,83,183,4,297,166,32,207,116,1
2,1,1,47,117,9,213,142,81,180,48,2
3,1,1,68,239,0,54,182,70,156,79,1
2,2,2,94,256,8,347,118,99,352,115,1
1,1,2,95,234,2,575,115,144,374,104,1
1,1,2,60,140,9,519,75,117,164,43,1
4,2,1,39,93,4,221,119,71,138,49,2
0,1,1,59,196,9,461,45,37,124,71,1
0,1,2,5,16,8,272,14,10,17,3,1
3,1,2,62,238,5,271,190,115,129,75,1
4,1,1,36,75,9,591,46,70,140,33,1
1,2,2,47,145,5,595,86,82,180,52,1
2,1,2,19,63,9,280,38,41,59,21,1
2,1,2,60,231,3,305,100,108,215,92,1
4,2,2,14,48,3,405,24,8,48,19,1
1,2,1,11,47,9,123,9,8,36,16,2
5,2,1,71,222,0,546,98,47,200,57,1
2,2,2,19,47,1,242,7,6,63,31,2
5,2,2,4,21,8,331,6,3,18,9,1
4,1,2,68,242,8,18,43,17,160,36,2
1,2,1,28,65,4,241,58,57,104,29,2
1,1,2,7,26,9,482,0,15,32,8,1
2,1,2,94,347,0,588,126,65,372,58,1
0,1,2,13,33,6,447,2,14,27,12,1
0,1,1,48,186,2,341,43,85,193,67,1
3,1,1,3,14,1,340,4,7,10,2,1
4,2,2,74,278,5,24,125,85,196,111,2
4,1,2,53,209,9,59,42,53,183,64,2
0,2,1,64,230,5,38,24,8,186,93,2
0,1,2,12,29,6,84,31,8,31,20,2
5,2,1,86,263,7,245,191,166,301,76,2
5,2,2,60,239,8,310,102,78,193,83,1
2,1,1,81,276,8,540,126,35,188,92,1
3,2,2,22,78,2,330,51,29,88,23,1
1,1,2,89,309,1,208,128,117,308,78,1
0,2,1,93,346,1,235,8,141,253,139,1
1,1,2,10,31,9,417,31,15,22,9,1
2,1,1,75,190,3,435,12,19,235,104,1
5,1,1,76,217,9,228,58,88,244,49,2
0,1,1,92,197,1,50,33,14,366,47,2
0,2,2,15,54,5,122,34,11,62,9,2
4,2,2,40,152,8,494,73,7,131,22,1
2,1,2,22,74,2,419,60,17,64,16,1
3,2,1,25,58,6,330,39,28,103,23,1
3,2,1,4,15,1,543,14,3,14,4,1
2,1,2,44,153,0,464,77,15,157,58,1
3,1,2,70,174,1,362,131,115,160,53,1
0,2,2,45,152,7,11,128,2,172,27,2
4,2,2,41,98,0,306,99,18,86,55,1
5,1,2,45,99,7,574,108,77,108,70,1
4,2,1,85,297,1,70,176,156,343,121,1
1,1,2,68,202,4,114,197,75,204,51,2
2,2,2,4,8,4,500,12,2,20,9,1
1,2,2,66,166,5,479,138,102,231,44,1
1,2,2,62,138,9,253,117,45,197,36,1
4,2,2,74,296,8,145,48,139,181,57,2
3,2,2,88,211,3,196,164,73,315,125,2
0,1,1,22,56,4,350,51,37,50,23,1
3,2,2,66,176,2,483,200,98,233,55,1
5,1,1,33,132,4,235,31,57,122,31,2
4,1,1,87,337,9,115,135,31,333,127,2
0,2,2,58,150,3,409,89,17,161,35,1
3,2,2,5,22,6,519,16,10,18,9,1
0,2,1,66,170,8,541,105,86,157,87,1
4,2,1,51,104,5,400,158,19,202,29,1
1,1,1,12,39,1,581,28,12,48,13,1
2,1,1,12,43,1,504,19,22,49,7,1
4,2,2,90,214,2,353,227,46,291,86,1
1,1,1,77,289,0,363,196,121,283,101,1
0,2,2,43,172,4,195,103,35,94,62,2
1,2,2,36,95,3,35,1,51,139,18,2
5,1,1,13,46,2,318,34,10,29,9,1
3,2,2,10,21,5,180,30,1,28,17,2
4,2,2,15,46,8,543,48,22,59,18,1
4,1,2,50,138,7,183,118,8,189,27,2
1,2,2,14,48,5,248,22,27,33,8,2
4,1,1,64,157,7,79,65,126,244,45,2
5,2,1,92,263,9,471,102,126,364,117,1
4,1,1,1,2,0,53,6,1,9,4,2
5,2,2,44,112,7,368,65,31,99,55,1
3,2,1,59,210,0,87,71,31,160,41,1
0,2,1,13,38,5,489,36,16,55,13,1
0,2,2,85,333,6,451,71,137,225,70,1
3,2,2,68,213,5,439,16,76,242,84,1
4,1,2,45,128,6,192,10,45,138,64,2
4,2,1,74,235,7,596,37,45,151,64,1
1,2,1,90,242,1,245,256,0,203,132,2
5,2,2,92,363,9,591,139,166,190,89,1
0,1,2,46,148,2,548,13,3,185,35,1
3,2,1,4,21,5,584,6,8,11,6,1
3,1,1,47,140,6,139,103,56,171,51,2
3,1,1,31,82,5,286,75,51,75,39,1
3,1,1,89,185,9,8,145,102,202,48,2
5,1,2,59,232,7,0,3,7,225,48,2
3,1,1,82,193,0,441,215,2,184,83,1
4,1,2,77,311,3,398,165,114,284,51,1
2,2,1,59,220,4,433,121,97,169,56,1
3,2,1,18,39,7,271,17,39,55,13,1
3,1,1,97,296,9,190,105,91,268,74,2
2,2,2,93,251,7,151,190,29,335,114,2
4,1,1,17,65,2,259,36,22,59,12,1
4,1,1,67,211,4,277,125,22,146,63,1
2,2,1,13,47,1,313,44,13,49,21,1
4,2,2,17,35,9,485,10,6,58,15,1
0,1,1,21,57,3,390,55,29,57,20,1
2,2,2,76,168,6,51,190,72,190,71,2
4,2,2,2,7,4,147,0,3,6,3,2
0,1,1,92,189,9,408,212,163,231,131,1
2,1,2,89,214,5,249,254,110,344,122,2
1,1,1,88,185,3,497,41,94,226,75,1
4,2,2,69,140,6,237,137,104,179,61,2
3,1,2,6,22,5,528,17,0,12,7,1
0,1,1,43,93,6,171,32,77,107,36,2
5,1,2,83,251,1,36,85,12,303,90,2
3,2,1,23,95,7,124,47,32,55,13,2
2,1,2,13,30,8,140,8,23,27,18,2
0,2,2,60,170,3,283,37,39,133,33,1
1,2,1,11,26,2,180,29,3,26,14,2
5,2,2,64,255,4,370,46,72,203,85,1
0,1,1,51,134,2,29,88,76,109,28,2
5,2,2,12,27,2,454,35,27,50,14,1
2,2,1,27,75,8,288,4,1,113,42,1
3,2,2,63,162,1,251,53,8,182,76,1
3,1,2,81,186,1,16,202,97,210,82,2
2,2,1,87,319,5,82,0,113,202,54,2
3,1,2,51,147,2,417,70,41,168,53,1
0,1,2,26,70,2,376,35,22,54,32,1
1,2,2,78,275,2,367,60,126,222,99,1
3,2,2,37,102,9,521,16,63,107,39,1
0,1,2,60,198,9,45,93,59,171,41,2
3,2,1,57,189,4,142,95,5,180,47,2
1,1,1,58,230,5,372,20,113,193,64,1
3,2,1,89,290,0,208,190,51,313,119,1
5,1,1,32,120,4,315,70,16,111,35,1
1,1,1,16,41,3,389,32,25,35,16,1
1,1,2,1,9,8,447,1,0,4,2,2
1,1,1,88,225,4,112,0,156,317,47,2
1,1,2,62,166,0,403,63,73,156,74,1
5,2,2,56,219,7,584,12,48,192,85,1
5,1,1,24,83,8,351,10,1,75,26,1
4,2,2,64,170,6,493,167,14,172,39,1
2,2,2,59,215,1,107,98,1,199,58,1
2,2,2,39,108,3,90,8,31,98,34,2
3,2,1,1,7,5,169,6,4,4,3,2
4,1,2,45,101,2,73,68,86,140,54,2
4,1,1,13,55,0,4,24,16,30,14,1
5,2,2,25,80,3,533,46,13,65,33,1
2,1,2,67,206,0,2,187,107,266,92,1
0,1,2,74,284,2,97,110,132,243,38,2
1,1,2,39,97,2,591,49,3,123,36,1
3,2,2,39,119,0,157,7,5,138,49,2
4,2,2,14,29,7,357,2,1,54,12,1
2,2,1,2,11,0,180,2,7,13,2,1
5,1,1,42,170,9,540,36,51,126,23,1
2,2,1,36,77,5,566,60,6,81,19,1
0,2,2,41,167,3,319,41,66,168,39,1
1,1,1,88,332,0,448,79,98,254,115,1
3,2,1,93,252,5,581,265,141,213,89,1
2,1,1,67,136,3,529,143,81,221,46,1
3,2,2,41,108,2,12,48,38,98,33,2
3,2,2,64,211,4,167,152,60,200,52,2
1,1,1,50,140,8,350,54,23,173,36,1
3,1,1,2,8,2,411,1,3,11,1,1
4,2,2,11,38,8,586,28,5,35,6,1
5,2,2,95,281,1,194,53,120,241,100,2
2,1,1,52,106,6,441,13,60,201,56,1
4,2,2,10,30,5,576,4,1,35,10,1
0,1,1,68,261,6,310,143,0,136,53,1
5,1,2,74,257,2,478,129,24,252,109,1
5,1,1,5,15,6,271,2,4,16,4,1
3,1,1,73,248,8,254,125,79,282,47,1
0,2,1,21,59,3,412,68,17,85,15,1
5,2,1,54,112,1,395,95,71,114,78,1
0,2,1,52,106,9,66,37,5,207,48,2
1,2,1,16,52,4,126,50,15,56,16,2
0,2,2,27,66,4,20,51,5,74,15,2
3,2,1,12,43,3,243,15,12,24,20,2
2,1,2,26,107,7,225,82,18,55,24,2
0,2,1,31,128,5,512,48,49,72,43,1
0,2,2,68,250,6,397,151,104,140,67,1
1,2,2,37,148,5,227,106,51,108,38,2
1,2,2,55,169,1,212,43,70,211,30,1
0,1,2,39,89,1,371,34,63,101,49,1
1,1,1,20,84,9,239,10,40,79,26,2
5,2,2,20,69,4,232,27,3,72,16,2
3,2,1,23,74,7,185,20,36,53,32,2
0,2,1,7,18,2,221,1,17,18,7,2
1,2,2,27,71,4,574,4,12,98,33,1
2,2,2,96,226,4,488,13,103,269,139,1
2,2,2,50,145,5,359,115,52,178,41,1
1,1,1,84,193,7,198,148,30,207,53,2
2,1,1,46,129,9,10,118,46,126,42,2
0,1,2,18,44,2,485,29,18,64,17,1
0,1,2,34,84,4,9,63,10,83,33,2
3,2,1,51,193,0,133,147,99,105,30,1
1,2,1,2,10,8,501,1,0,12,6,1
3,1,1,63,221,2,188,168,117,214,68,2
0,2,1,21,57,7,456,29,21,72,12,1
3,1,2,8,25,1,457,25,1,35,9,1
5,2,2,30,98,2,528,85,60,84,30,1
3,1,1,32,69,5,433,48,27,78,22,1
0,2,2,94,372,3,121,16,141,333,137,2
3,2,2,51,200,1,572,43,73,181,76,1
3,1,2,45,171,4,93,124,53,184,53,2
3,1,2,95,369,5,400,134,61,255,119,1
5,1,2,86,213,8,313,154,121,297,84,1
5,1,2,57,131,2,155,32,112,213,69,2
4,1,1,22,68,7,571,70,3,82,35,1
4,1,1,77,212,7,197,22,52,228,77,2
0,1,2,12,24,0,349,26,10,52,11,1
0,1,1,33,97,6,409,53,18,89,50,1
4,1,2,32,132,5,405,100,11,80,49,1
2,1,2,59,233,0,176,46,29,222,38,1
2,2,1,28,68,1,519,54,48,57,21,1
5,2,1,32,91,7,235,31,56,126,32,2
0,1,1,2,9,6,589,11,2,4,2,1
0,1,2,57,115,5,168,91,100,172,62,2
5,1,1,2,5,0,459,1,5,10,3,1
3,1,1,88,333,0,126,216,162,204,119,1
0,1,1,86,233,3,412,4,113,190,111,1
4,1,1,18,44,0,315,5,1,64,30,1
2,1,2,45,137,5,484,134,27,145,69,1
4,2,2,25,58,7,377,1,33,62,38,1
1,2,2,24,76,5,6,20,24,73,33,2
1,2,1,88,251,7,355,220,88,288,72,1
4,2,2,49,191,3,455,22,3,146,53,1
2,1,2,64,255,8,298,38,31,161,59,1
2,1,2,42,95,8,412,54,2,85,64,1
4,2,1,13,43,2,224,37,20,47,14,2
1,2,2,60,228,7,538,91,14,232,70,1
4,1,1,7,26,2,260,15,9,28,9,1
3,2,2,75,261,5,459,34,29,216,108,1
2,1,1,4,21,2,154,1,6,20,3,2
4,2,2,41,162,1,239,106,61,90,21,1
2,2,1,80,275,7,527,115,87,257,107,1
0,2,2,33,116,5,386,44,48,98,25,1
1,1,1,97,338,6,71,243,71,290,62,2
5,1,2,5,16,1,484,5,10,18,6,1
1,1,1,19,70,7,526,16,35,74,14,1
2,2,2,30,102,5,202,43,15,97,45,2
0,1,2,27,75,3,67,7,37,74,36,2
0,2,2,68,180,2,241,63,64,205,83,2
1,1,2,35,133,7,308,4,22,131,28,1
3,2,1,43,128,5,270,105,20,98,58,1
3,1,2,0,5,8,452,2,2,0,2,1
5,2,1,54,202,3,573,55,95,191,78,1
5,1,2,52,183,0,238,77,27,185,40,1
4,2,2,1,7,4,519,7,3,6,2,1
1,1,1,73,295,8,470,14,52,277,87,1
5,2,1,23,93,2,45,19,19,65,26,2
4,1,1,29,78,5,430,63,45,87,45,1
1,1,1,74,190,9,535,58,23,217,82,1
3,2,1,3,14,0,511,5,5,11,2,1
2,2,2,25,56,6,362,32,16,70,38,1
2,2,1,33,130,1,120,64,17,77,23,1
5,2,2,35,114,1,113,84,55,117,27,1
2,2,1,54,197,4,67,137,50,188,60,2
5,2,1,46,161,6,90,84,24,92,40,2
4,2,1,50,119,0,302,103,8,202,77,1
3,1,2,27,112,7,543,23,26,104,43,1
1,1,2,25,65,9,413,5,33,58,19,1
3,1,2,48,159,3,291,19,34,137,50,1
2,2,1,25,91,6,401,4,34,96,19,1
4,2,1,26,97,5,355,49,36,82,33,1
3,2,1,71,197,8,420,155,99,227,98,1
0,1,1,57,148,4,494,60,43,146,54,1
0,1,2,79,210,0,92,142,66,312,110,2
3,1,1,17,68,2,283,4,28,62,20,1
5,1,2,16,65,8,157,22,11,35,14,2
0,2,1,74,175,6,270,152,121,212,99,1
1,1,2,89,298,6,590,178,124,322,75,1
2,2,1,51,120,6,172,100,16,201,33,2
2,2,2,35,106,5,488,17,7,119,26,1
0,2,2,93,350,2,305,100,127,308,70,1
3,1,2,81,302,4,173,133,94,230,118,2
5,1,2,62,212,7,428,3,52,171,96,1
5,1,1,51,175,7,205,92,85,143,41,2
0,1,1,54,190,2,107,34,36,139,84,2
1,1,1,7,14,8,164,13,0,16,7,2
0,1,1,22,69,9,214,41,21,64,18,2
1,1,2,93,227,4,327,274,115,214,91,1
2,2,1,72,146,9,327,159,101,187,103,1
4,2,1,13,29,4,558,15,0,44,17,1
3,1,1,86,299,3,307,136,127,212,59,1
5,2,1,47,140,1,363,85,61,193,55,1
1,2,1,79,266,2,222,230,21,184,42,2
2,2,1,21,88,9,310,37,6,75,34,1
5,2,1,28,63,7,162,55,35,88,36,2
2,2,1,37,90,3,291,109,27,93,33,1
4,1,1,15,62,9,336,17,9,59,23,1
0,2,1,19,46,4,59,10,8,58,10,2
4,1,1,95,247,1,242,98,120,290,133,2
5,2,1,33,115,1,342,23,29,116,36,1
5,2,1,13,52,1,114,8,14,26,12,1
3,2,1,86,259,9,565,193,98,274,125,1
3,1,2,7,28,4,69,14,1,14,5,2
0,1,1,33,105,6,538,47,68,136,17,1
5,2,2,53,209,1,282,121,83,168,31,1
5,2,1,96,229,4,116,110,172,213,85,2
5,1,2,19,52,9,405,54,14,43,12,1
0,1,2,16,54,8,6,5,7,53,17,2
5,1,1,56,127,3,551,67,87,174,41,1
5,1,2,65,169,8,313,97,68,243,71,1
3,1,2,41,160,4,66,69,67,120,55,2
1,1,2,10,25,5,131,9,4,26,9,2
5,2,1,95,256,0,454,90,100,282,67,1
5,1,1,52,109,4,147,3,79,211,60,2
1,2,1,51,138,6,210,133,104,186,78,2
1,1,2,71,239,9,24,129,37,181,90,2
5,1,2,93,189,0,223,135,15,207,67,2
0,2,1,70,153,0,62,27,24,205,59,2
3,1,1,88,326,2,357,99,6,289,120,1
5,2,2,63,230,5,490,6,97,152,95,1
1,1,1,93,302,8,200,13,33,202,55,2
2,2,1,97,329,1,165,261,170,241,50,1
4,2,2,27,84,2,109,37,55,79,22,2
4,1,1,5,15,9,326,5,6,11,3,1
5,2,2,40,131,7,245,98,82,122,35,2
3,2,2,40,111,4,354,88,4,159,57,1
0,2,2,74,262,2,215,62,149,217,40,2
2,1,1,69,185,5,538,11,52,163,49,1
1,2,1,45,157,6,106,40,53,140,33,2
0,1,1,96,229,4,273,238,33,233,144,1
0,1,1,96,375,0,311,66,104,327,60,1
0,2,2,49,131,7,349,68,16,154,39,1
0,2,1,31,74,5,475,82,21,71,42,1
3,1,2,43,122,5,169,41,76,139,34,2
0,1,1,37,125,8,287,45,53,123,50,1
3,1,1,30,96,4,16,91,55,85,36,2
2,1,2,30,101,4,256,82,56,112,45,1
2,2,2,94,309,5,278,99,22,262,134,1
2,2,1,85,186,0,254,39,19,177,115,1
2,2,1,17,65,2,592,26,22,61,9,1
2,2,1,27,99,4,15,81,4,62,16,2
0,2,2,60,126,4,395,19,37,219,42,1
0,2,2,57,200,1,506,3,37,161,48,1
4,2,1,30,125,3,338,43,26,77,38,1
1,2,1,11,47,1,310,34,8,42,9,1
2,2,1,11,29,1,510,38,21,40,8,1
1,1,2,85,329,1,566,196,159,234,105,1
3,2,2,61,235,4,460,127,13,181,88,1
3,1,2,41,109,2,256,110,43,142,51,1
3,2,1,62,232,5,384,172,103,250,74,1
5,2,1,75,255,8,278,50,77,269,106,1
2,2,2,67,236,5,514,130,19,263,60,1
0,2,2,40,145,9,210,92,57,116,26,2
4,2,2,37,87,0,374,87,57,137,31,1
0,1,1,18,46,6,270,38,3,63,13,1
1,2,2,3,14,0,380,7,8,11,7,1
0,1,2,33,85,5,503,54,3,81,34,1
2,2,1,29,104,7,57,92,19,74,38,2
3,2,1,47,187,1,275,141,91,162,46,1
1,2,2,8,33,1,246,25,0,23,5,1
2,1,2,65,211,3,70,32,118,198,86,2
1,1,2,39,91,2,413,0,10,108,31,1
4,2,1,14,35,0,596,12,4,45,20,1
3,1,1,22,89,6,326,3,36,82,20,1
0,1,2,20,61,1,554,9,16,62,13,1
4,1,2,30,81,8,502,4,0,88,47,1
4,2,1,14,41,9,82,17,3,49,19,2
2,2,2,37,146,2,115,22,43,92,46,2
5,1,1,18,60,1,66,53,22,51,28,1
1,1,1,74,251,4,295,79,4,246,110,1
1,2,2,96,210,0,56,230,123,254,144,2
5,2,2,77,296,2,268,58,139,156,87,1
1,1,2,14,37,4,315,22,27,52,14,1
1,1,1,62,136,5,13,186,63,183,49,2
1,1,1,62,176,2,275,66,76,228,53,1
4,1,2,14,52,4,277,4,12,38,14,1
0,1,2,90,304,4,155,248,20,326,52,2
1,2,2,76,246,2,200,153,100,162,45,2
1,2,1,38,91,3,209,10,41,105,55,2
2,2,1,59,191,3,79,53,108,140,41,2
5,1,2,69,142,6,364,53,129,154,92,1
0,2,1,23,96,2,323,60,18,59,18,1
5,1,2,30,84,7,258,26,25,88,18,1
4,1,2,15,40,8,280,15,24,63,17,1
4,1,2,61,173,2,312,160,33,232,32,1
4,1,1,5,21,6,405,0,1,17,7,1
4,1,1,9,24,8,1,28,16,30,15,2
1,2,1,87,317,7,411,43,12,218,52,1
3,1,2,1,4,9,435,9,2,6,4,1
1,2,2,20,49,6,382,26,6,58,18,1
3,2,2,32,132,4,48,79,37,79,47,2
0,1,1,77,232,9,450,168,153,209,40,1
3,2,1,56,179,7,535,10,61,143,79,1
0,1,1,92,197,2,89,160,71,191,102,2
2,1,2,46,186,1,566,102,60,136,59,1
3,2,2,74,263,1,389,53,6,240,86,1
0,2,2,57,173,7,345,130,31,231,86,1
1,1,1,41,98,0,497,44,45,160,47,1
5,1,2,59,175,2,549,29,109,158,78,1
5,1,2,52,194,9,123,65,100,154,73,2
1,2,1,50,109,0,70,99,102,164,64,2
5,2,2,83,310,5,78,214,131,301,88,2
4,2,2,7,16,9,117,10,8,25,9,2
1,2,2,12,38,9,230,12,11,27,19,2
1,2,1,22,90,9,243,7,8,47,34,2
4,1,2,61,147,8,450,8,65,151,77,1
1,1,2,29,73,9,46,7,46,78,44,2
4,1,1,67,187,6,30,93,71,185,84,2
2,2,1,28,71,4,412,51,10,113,38,1
0,2,2,29,98,6,76,64,26,113,43,2
4,2,2,4,9,6,38,5,5,20,5,2
4,2,1,45,134,6,300,121,84,174,50,1
1,1,2,23,66,9,195,48,33,54,37,2
0,1,2,95,301,1,0,171,166,374,92,1
4,2,1,74,197,8,391,50,87,231,112,1
1,1,2,82,244,3,219,129,167,170,60,2
3,1,1,36,148,9,240,94,10,90,36,2
3,2,1,29,111,7,262,36,36,69,31,1
2,2,2,55,210,4,23,16,112,159,51,2
1,1,1,53,194,4,12,128,48,192,33,2
1,2,1,0,3,0,211,5,1,5,2,1
3,2,1,35,135,4,321,40,8,116,53,1
2,2,1,14,40,9,212,32,25,60,9,2
4,1,2,37,107,0,486,79,16,104,21,1
3,2,1,5,13,8,3,6,5,17,6,2
3,1,1,56,164,8,333,81,84,144,37,1
4,1,1,36,137,2,411,95,73,142,31,1
2,1,2,62,166,7,172,111,60,160,45,2
1,1,1,53,118,1,50,63,92,169,69,2
1,2,1,66,134,4,579,5,26,217,68,1
4,2,2,65,131,4,136,36,12,229,75,2
1,1,1,51,112,6,548,13,36,144,57,1
2,1,2,64,229,7,255,99,65,230,33,1
2,1,2,64,128,9,585,109,43,203,62,1
0,2,2,74,249,2,588,127,109,242,75,1
4,2,1,23,58,9,178,59,8,92,32,2
4,2,2,9,22,1,303,19,14,36,5,1
1,2,2,21,79,3,484,20,0,73,11,1
1,1,1,31,114,1,382,35,55,120,16,1
4,1,1,24,56,2,171,35,19,70,34,2
4,2,1,91,362,9,508,165,147,262,71,1
4,2,2,51,182,3,170,29,93,146,49,2
2,2,2,52,135,9,274,9,92,106,37,1
